StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,samtycke,hon1,hon2,hon3,han1,han2,han3,hen1,hen2,hen3,control1,control2,control3,30f1,30f2,30f3,30f5,30f10,50f10,50f11,50f3,50f7,50f8,50f9,5030f7,50f12,50f17,50f13,75f1,75f2,75f4,75f5,70f3,Q60,Q62,GIS_1,GIS_2,GIS_3,GIS_4,essentialism_1,essentialism_2,essentialism_3,essentialism_4,essentialism_5,essentialism_6,essentialism_7,essentialism_8,hen_attitudes_1,hen_attitudes_2,hen_attitudes_3,hen_use,hen_hear,hen_fam,hen_fam_4_TEXT,Q66,Q68,Q70,Q72,token,han1 - Parent Topics,han1 - Topics
2020-11-12 10:42:57,2020-11-12 10:49:16,IP Address,98.128.166.175,100,378,True,2020-11-12 10:49:17,R_rcO3Nv8UDMPN2RH,,,,,57.7071990966796875,11.966796875,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,,,,"Hen håller i en paddel ","Hen står på något ","Hen är på väg någonstans ",Man,Man,Icke-binär,Icke-binär,Man,Man,Kvinna,Kvinna,Icke-binär,Kvinna,Man,Man,Icke-binär,Icke-binär,Icke-binär,Man,Kvinna,Kvinna,Kvinna,Kvinna,25,"Kvinna ",6,"Stämmer helt
7","Stämmer helt
7",5,3,2,"Stämmer inte alls
1","Stämmer inte alls
1","Stämmer helt
7","Stämmer inte alls
1",4,"Stämmer inte alls
1",5,"Mycket bra
7","Mycket bra
7",Någon gång i månaden,Någon gång om året,"Nej, känner ingen som använder hen som sitt pronomen",,"Synen på könsidentiteter ","Nej ","Nej ","Nej ",aqwspzq,,
2020-11-12 12:34:01,2020-11-12 12:43:20,IP Address,92.254.160.241,100,559,True,2020-11-12 12:43:20,R_ZmfDMqD3LAgLYdj,,,,,59.328704833984375,18.0717010498046875,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,,,,Personen står upp och paddlar på en bräda.,Personen motionerar.,Personen utför sommaraktivitet.,Man,Man,Man,Man,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,42,Kvinna,"Stämmer inte alls
1","Stämmer helt
7","Stämmer helt
7","Stämmer inte alls
1","Stämmer helt
7",2,"Stämmer helt
7","Stämmer helt
7","Stämmer inte alls
1",4,3,"Stämmer inte alls
1","Mycket dåligt
1",4,4,Aldrig,Någon gång per vecka,"Nej, känner ingen som använder hen som sitt pronomen",,"Förutfattade meningar om utseende kopplat till kön. ",Ibland kändes det som att en del kvinnliga ansikten förmodligen skulle vara något annat men att jag skulle bli lurad.,"Nej, jag svarade som jag tyckte att det borde vara ",En del var lite androgyna.,aykhukn,,
2020-11-12 12:07:16,2020-11-12 12:49:29,IP Address,83.251.245.112,100,2532,True,2020-11-12 12:49:29,R_cIL4iFhQrytSwdH,,,,,59.23699951171875,17.981903076171875,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,hen paddlar,hen paddlar,hen paddlar,,,,Man,Man,Kvinna,Man,Man,Vet ej,Kvinna,Vet ej,Kvinna,Kvinna,Vet ej,Kvinna,Kvinna,Man,Vet ej,Vet ej,Kvinna,Kvinna,Kvinna,Kvinna,57,man,"Stämmer helt
7","Stämmer inte alls
1","Stämmer inte alls
1","Stämmer inte alls
1","Stämmer helt
7",4,"Stämmer helt
7","Stämmer helt
7","Stämmer inte alls
1",4,6,"Stämmer inte alls
1","Mycket dåligt
1","Mycket dåligt
1","Mycket dåligt
1",Aldrig,Någon gång per vecka,"Nej, känner ingen som använder hen som sitt pronomen",,könsidentitet,nej,inte alls,nej,agbnrnt,,
2020-11-12 12:43:51,2020-11-12 12:50:35,IP Address,92.254.160.241,100,404,True,2020-11-12 12:50:36,R_25ArgVwpC6N49Sp,,,,,59.328704833984375,18.0717010498046875,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,Han paddlar på en bräda.,Han motionerar.,Han utför en sommaraktivitet.,,,,,,,Man,Man,Kvinna,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Man,Man,Kvinna,Man,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,42,Kvinna,"Stämmer inte alls
1","Stämmer helt
7","Stämmer helt
7","Stämmer inte alls
1","Stämmer helt
7",2,"Stämmer helt
7","Stämmer helt
7","Stämmer inte alls
1",4,3,"Stämmer inte alls
1","Mycket dåligt
1",4,"Mycket dåligt
1",Aldrig,Någon gång per vecka,"Nej, känner ingen som använder hen som sitt pronomen",,Förutfattade meningar om utseende och kön.,"Ibland kändes det som att kvinnliga ansikten skulle vara något annat och lura mig. ","Nej, jag svarade som jag tyckte. ","Några var androgyna. ",aykhukn,,
2020-11-12 13:09:31,2020-11-12 13:16:59,IP Address,82.196.111.138,100,448,True,2020-11-12 13:17:00,R_2t3jjN4Yq81nqhr,,,,,59.328704833984375,18.0717010498046875,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,Hon paddlar med en lång paddel,"Hon står upp ",Hon står lätt framåtlutad,,,,,,,,,,Man,Man,Vet ej,Vet ej,Man,Man,Kvinna,Vet ej,Vet ej,Vet ej,Vet ej,Kvinna,Kvinna,Vet ej,Kvinna,Vet ej,Kvinna,Kvinna,Kvinna,Vet ej,60,kvina,6,2,3,6,4,3,"Stämmer inte alls
1",3,5,3,5,2,4,3,4,Någon gång i månaden,Någon gång per vecka,"Nej, känner ingen som använder hen som sitt pronomen",,könsidentitet,nej,nej,nej,bevwzfq,,
2020-11-12 14:35:49,2020-11-12 14:47:29,IP Address,80.68.110.238,100,699,True,2020-11-12 14:47:30,R_3ewRyIvStN1ZFuf,,,,,59.3332977294921875,18.0500030517578125,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,,,,Personen paddlar på paddleboard,Personen står på kanten vid en pool och gör rent poolen,Personen står och fångar fisk med en hov,Man,Man,Man,Man,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,33,Kvinna,4,4,5,5,6,"Stämmer inte alls
1",2,5,"Stämmer inte alls
1",6,3,"Stämmer inte alls
1",2,"Mycket dåligt
1",2,Aldrig,Någon gång per vecka,"Ja, en kollega,Ja, en bekant",,"Fördommar, hur vi sätter personer i fack och kategoriserar personen",Nej," Nej","Såg ut som att de återkom och jag funderade över om det var samma men omgjorda lite ",awxesap,,
2020-11-12 14:50:39,2020-11-12 14:57:43,IP Address,90.129.206.232,100,423,True,2020-11-12 14:57:43,R_3l0M2LjbeumlEVb,,,,,59.328704833984375,18.0717010498046875,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,Paddlar på paddleboard,Står på kanten av en pool och gör rent den,Jagar fiskar med hov,,,,,,,,,,Man,Man,,Man,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,33,Kvinna,4,3,3,5,6,"Stämmer inte alls
1",2,2,2,5,4,"Stämmer inte alls
1",2,3,"Mycket dåligt
1",Aldrig,Någon gång per vecka,"Ja, en kollega,Ja, en bekant",,"Kategorisering och fördomar ",Nej,Nej,Samma ansikten men ibland omgjorda,awxesap,,
2020-11-13 00:40:16,2020-11-13 00:45:59,IP Address,83.187.168.20,100,343,True,2020-11-13 00:45:59,R_3nUZUA0ILw5aibG,,,,,59.32470703125,18.055999755859375,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,Han paddlar.,Han använder sina krafter till att paddla,Han utövar paddling,,,,,,,Man,Man,Vet ej,Man,Man,Vet ej,Kvinna,Kvinna,Icke-binär,Vet ej,Kvinna,Icke-binär,Kvinna,Kvinna,Icke-binär,Man,Kvinna,Kvinna,Kvinna,Kvinna,28,Kvinna,5,4,3,5,"Stämmer inte alls
1","Stämmer inte alls
1","Stämmer inte alls
1","Stämmer inte alls
1",6,3,"Stämmer helt
7","Stämmer inte alls
1","Mycket bra
7","Mycket bra
7","Mycket bra
7",Dagligen,Dagligen,"Nej, känner ingen som använder hen som sitt pronomen",,Människors uppfattningar om kön," Nej",Nej,Nej,arzeyyb,,
2020-11-12 14:48:31,2020-11-13 00:48:04,IP Address,83.185.36.249,100,35973,True,2020-11-13 00:48:05,R_RDow5P0yhitFJtL,,,,,59.328704833984375,18.0717010498046875,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,Står på paddleboard och paddlar,Rengör pool,Håvar fisk,,,,Man,Man,Kvinna,Man,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,33,Kvinna,4,3,3,4,2,2,6,5,2,5,4,2,2,2,2,Aldrig,Någon gång per vecka,"Ja, anhörig / nära vän,Ja, en kollega,Ja, en bekant",,"Kategorisering fördomar ",Nej,Nej,Tänkte att det var samma men omgjorda lite,awxesap,,
2020-11-13 01:39:31,2020-11-13 01:46:34,IP Address,92.254.160.241,100,422,True,2020-11-13 01:46:34,R_3qCKM1YyvxxwxHl,,,,,59.328704833984375,18.0717010498046875,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,Hen paddlar på en bräda i vattnet.,Hen motionerar.,Hen utför sommaraktivitet.,,,,Man,Man,Kvinna,Man,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Man,Man,Kvinna,Man,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,42,Kvinna,"Stämmer inte alls
1","Stämmer helt
7","Stämmer helt
7","Stämmer inte alls
1","Stämmer helt
7",3,"Stämmer helt
7","Stämmer helt
7","Stämmer inte alls
1",4,3,"Stämmer inte alls
1","Mycket dåligt
1",4,3,Aldrig,Någon gång per vecka,"Nej, känner ingen som använder hen som sitt pronomen",,"Förutfattade meningar om kön baserat på utseende. ","Ja ","Nej ","Vissa var androgyna. ",aykhukn,,
2020-11-13 01:36:47,2020-11-13 01:55:21,IP Address,188.149.232.9,100,1114,True,2020-11-13 01:55:21,R_2VmYMYKsujYTsyF,,,,,59.328704833984375,18.0717010498046875,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,,,,Hen står på en SUP bräda och paddlar,"Hen gör rent poolen ","Hen drar åt en stor bult ",Man,Man,Man,Man,Man,Man,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Man,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,34,Man,6,2,2,6,2,2,"Stämmer inte alls
1","Stämmer inte alls
1",5,2,"Stämmer helt
7",6,2,6,6,Någon gång om året,Någon gång om året,"Nej, känner ingen som använder hen som sitt pronomen",,Könsroller,Undermedvetet förmodligen,Förmodligen inte,"Nej ",aedgneb,,
2020-11-13 01:55:39,2020-11-13 02:04:21,IP Address,188.149.232.9,100,521,True,2020-11-13 02:04:21,R_3fTQnyzReaZyWLX,,,,,59.328704833984375,18.0717010498046875,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,"Han ror ","Han paddlar ",Han tränsr,,,,,,,Man,Man,Vet ej,Man,Man,Vet ej,Kvinna,Kvinna,Vet ej,Kvinna,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Man,Kvinna,Kvinna,Kvinna,Kvinna,34,Man,6,2,2,6,3,2,"Stämmer inte alls
1",2,5,2,6,6,6,6,6,Någon gång om året,Någon gång om året,"Nej, känner ingen som använder hen som sitt pronomen",,"Könsroller ",Ja,Förmodligen inte,Nej,aedgneb,,
2020-11-12 07:33:26,2020-11-13 02:09:36,IP Address,92.34.181.244,100,66969,True,2020-11-13 02:09:36,R_pMlpGtElqCWaCOJ,,,,,58.5941925048828125,16.1826019287109375,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,hon paddlar,hon ror,hon åker vindsurfing,,,,,,,,,,Man,Man,Man,Man,Man,Man,Kvinna,Kvinna,Kvinna,Man,Man,Man,Kvinna,Man,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,72,man,"Stämmer helt
7",3,3,"Stämmer helt
7","Stämmer helt
7","Stämmer helt
7","Stämmer helt
7","Stämmer helt
7","Stämmer inte alls
1","Stämmer helt
7","Stämmer helt
7","Stämmer inte alls
1","Mycket bra
7","Mycket bra
7","Mycket bra
7",Någon gång per vecka,Dagligen,"Nej, känner ingen som använder hen som sitt pronomen",,Hen,Nej,Nej,Nej,amyypup,,
2020-11-13 02:31:09,2020-11-13 02:44:32,IP Address,83.254.4.154,100,803,True,2020-11-13 02:44:33,R_xzNJem9IYaq3uMh,,,,,59.5204010009765625,17.908294677734375,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,Hon paddlar,Hon paddlar från land,Hon paddlar som träning av armarna,,,,,,,,,,Man,Man,Man,Man,Man,Man,Man,Kvinna,Kvinna,Kvinna,Man,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Vet ej,74,Man,"Stämmer helt
7","Stämmer helt
7","Stämmer helt
7","Stämmer helt
7","Stämmer helt
7","Stämmer helt
7","Stämmer helt
7","Stämmer helt
7","Stämmer inte alls
1","Stämmer helt
7",4,"Stämmer inte alls
1",2,2,2,Aldrig,,"Nej, känner ingen som använder hen som sitt pronomen",,Könsbedömning/Identitet,Nej,Nej,Ja,aknxnxc,,
2020-11-13 02:46:33,2020-11-13 02:51:49,IP Address,83.254.4.154,100,316,True,2020-11-13 02:51:50,R_1NlwtoHNvvatZs0,,,,,59.5204010009765625,17.908294677734375,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,Hon paddlar,Hon paddlar från en brygga,Hon paddlar för att stärka armarna,,,,Man,Man,Man,Man,Man,Man,Kvinna,,Man,Kvinna,Man,Man,Kvinna,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Man,74,Man,"Stämmer helt
7","Stämmer helt
7","Stämmer helt
7","Stämmer helt
7","Stämmer helt
7","Stämmer helt
7",3,4,"Stämmer inte alls
1",4,2,2,2,2,2,Någon gång om året,Någon gång i månaden,"Ja, en bekant",,Könsidentifiering,Nej,Nej,Nej,aknxnxc,,
2020-11-13 05:19:11,2020-11-13 05:22:40,IP Address,62.88.128.60,100,209,True,2020-11-13 05:22:40,R_3hhdcVb8NdFjpSv,,,,,57.7071990966796875,11.966796875,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,Hon paddlar.,Hon använder sin styrka och paddlar.,Hon utövar paddling.,,,,,,,,,,Man,Man,Icke-binär,Man,Man,Vet ej,Kvinna,Kvinna,Icke-binär,Kvinna,Man,Vet ej,Icke-binär,Kvinna,Kvinna,Man,Kvinna,Kvinna,Icke-binär,Kvinna,28,Kvinna,3,4,3,3,"Stämmer inte alls
1","Stämmer inte alls
1","Stämmer inte alls
1","Stämmer inte alls
1","Stämmer helt
7","Stämmer inte alls
1","Stämmer helt
7","Stämmer inte alls
1","Mycket bra
7","Mycket bra
7","Mycket bra
7",Dagligen,Dagligen,"Nej, känner ingen som använder hen som sitt pronomen",,Könsidentitets uppfattningar,Nej,Nej,Nej,arzeyyb,,
2020-11-13 05:22:54,2020-11-13 05:26:27,IP Address,62.88.128.60,100,212,True,2020-11-13 05:26:27,R_2y3jdhZIuHAy8Li,,,,,57.7071990966796875,11.966796875,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,,,,Personen paddlar.,Personen utövar paddling.,"Personen tränar paddling. ",Man,Man,Vet ej,Man,Man,Icke-binär,Kvinna,Kvinna,Icke-binär,Kvinna,Man,Icke-binär,Kvinna,Kvinna,Icke-binär,Man,Kvinna,Kvinna,Kvinna,Icke-binär,28,Kvinna,3,3,3,3,"Stämmer inte alls
1","Stämmer inte alls
1","Stämmer inte alls
1","Stämmer inte alls
1","Stämmer helt
7","Stämmer inte alls
1","Stämmer helt
7","Stämmer inte alls
1","Mycket bra
7","Mycket bra
7","Mycket bra
7",Dagligen,Dagligen,"Nej, känner ingen som använder hen som sitt pronomen",,Hur man inte kan se vad folk har för könsidentitet,Nej,Nej,Nej,arzeyyb,,
2020-11-13 07:11:10,2020-11-13 07:18:36,IP Address,212.165.92.83,100,446,True,2020-11-13 07:18:37,R_3kBdLHJqE1Y48yp,,,,,52.3824005126953125,4.899505615234375,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,Hen padlar kanot,Hen står up,Hen tränar,,,,Man,Man,Man,Man,Man,Man,Vet ej,Kvinna,Man,Kvinna,Man,Man,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,36,Man,4,4,4,4,"Stämmer helt
7","Stämmer helt
7","Stämmer helt
7","Stämmer helt
7","Stämmer inte alls
1","Stämmer helt
7","Stämmer inte alls
1","Stämmer inte alls
1","Mycket dåligt
1","Mycket dåligt
1","Mycket dåligt
1",Aldrig,Någon gång i månaden,"Nej, känner ingen som använder hen som sitt pronomen",,"Idiotisk hittepå vetenskap ",Ja,Nej,Nej,nodszcs,,
2020-11-13 07:11:28,2020-11-13 07:19:37,IP Address,92.35.144.22,100,488,True,2020-11-13 07:19:37,R_2UfsiBK0KSzTjS2,,,,,57.6352996826171875,18.2975006103515625,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,Han står på en båt,Han ror i vattnet,"Han tar i ",,,,,,,Man,Man,Man,Man,Man,Kvinna,Kvinna,Kvinna,Man,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,26,Kvinna,4,4,"Stämmer helt
7",5,"Stämmer helt
7","Stämmer helt
7",4,"Stämmer helt
7","Stämmer inte alls
1",4,6,"Stämmer inte alls
1",6,6,"Mycket bra
7",Någon gång i månaden,Någon gång per vecka,"Nej, känner ingen som använder hen som sitt pronomen",,"Könsidentiteter ",Ja,Ja lite.,Ja vissa såg redigerade ut,nowvegb,,
2020-11-13 07:15:21,2020-11-13 07:20:52,IP Address,81.229.152.102,100,330,True,2020-11-13 07:20:52,R_31TcJQj4fbKWnBX,,,,,57.7584075927734375,16.637298583984375,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,Hon står upp i kanoten och paddlar,Hon paddlar med en paddel,Hon står och paddlar i båten,,,,,,,,,,Man,Man,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,41,man,4,5,4,4,"Stämmer helt
7","Stämmer helt
7",4,"Stämmer helt
7",4,6,4,4,3,2,3,Aldrig,Någon gång om året,"Nej, känner ingen som använder hen som sitt pronomen",,Om Kön,Nej,Nej,Nej,urbrvmf,,
2020-11-13 07:11:47,2020-11-13 07:21:20,IP Address,155.4.44.250,100,572,True,2020-11-13 07:21:20,R_2QzyKZSchHudgEF,,,,,57.7584075927734375,16.637298583984375,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,"Han paddlar på vatten med en åra. ","Han utövar en fysisk sport. ","Han tränar för att bli bättre och må bra. ",,,,,,,Man,Man,Man,Man,Man,Kvinna,Kvinna,Kvinna,Icke-binär,Icke-binär,Man,Man,Kvinna,Icke-binär,Icke-binär,Man,Kvinna,Kvinna,Kvinna,Icke-binär,26,Kvinna,4,3,5,4,"Stämmer inte alls
1","Stämmer inte alls
1","Stämmer inte alls
1","Stämmer inte alls
1",4,4,5,2,5,6,"Mycket bra
7",Någon gång i månaden,Någon gång i månaden,"Nej, känner ingen som använder hen som sitt pronomen",,"Könstillhörighet ",Nej,"Nej, jag tänkte efter. ","Nej, men de var kluriga. ",ddbbqtr,,
2020-11-13 07:12:02,2020-11-13 07:21:43,IP Address,188.150.19.242,100,580,True,2020-11-13 07:21:43,R_3F4BNAuAeP50EUQ,,,,,59.328704833984375,18.0717010498046875,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,Hen står på en SUP,Hen står och ror i en eka,Hen tar i allt hen har,,,,Man,Man,Vet ej,Man,Man,Icke-binär,Kvinna,Kvinna,Vet ej,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,36,Man,2,"Stämmer helt
7","Stämmer helt
7",2,"Stämmer helt
7",6,6,"Stämmer helt
7","Stämmer inte alls
1",4,2,"Stämmer inte alls
1",6,"Mycket dåligt
1","Mycket bra
7",Någon gång per vecka,Någon gång per vecka,"Nej, känner ingen som använder hen som sitt pronomen",,Om synen på icke-binära och vår uppskattade förmåga att avgöra ifall någon ser sig själv som icke-binär.,Nej det kändes fritt,Inte alls.,"Några var svåra då de hade både klassiskt manliga och kvinnliga drag samtidigt. ",geaqymq,,
2020-11-13 07:19:18,2020-11-13 07:25:20,IP Address,212.165.92.83,100,362,True,2020-11-13 07:25:21,R_2zqiI8pmO7rPXkC,,,,,52.3824005126953125,4.899505615234375,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,Hon padlar,Hon står up,Hon badar,,,,,,,,,,Man,Man,Man,Man,Man,Man,Man,Man,Man,Man,Man,Man,Man,Man,Man,Man,Man,Man,Man,Man,36,Man,"Stämmer inte alls
1","Stämmer helt
7","Stämmer helt
7","Stämmer helt
7","Stämmer helt
7","Stämmer helt
7","Stämmer helt
7","Stämmer helt
7","Stämmer inte alls
1","Stämmer helt
7","Stämmer inte alls
1","Stämmer inte alls
1","Mycket dåligt
1","Mycket dåligt
1","Mycket dåligt
1",Aldrig,Någon gång i månaden,"Nej, känner ingen som använder hen som sitt pronomen",,"Hittepå vetenskap ",Ja,"Ja, tog inte det seriöst",Ja vissa av dem var modifierade,nodszcs,,
2020-11-13 07:17:20,2020-11-13 07:26:55,IP Address,217.214.147.177,100,574,True,2020-11-13 07:26:55,R_1LNCKe5Svl2cSUF,,,,,59.32470703125,18.055999755859375,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,Hon står på en bräda.,Hon paddlar.,Hon gör standup padel.,,,,,,,,,,Man,Kvinna,Kvinna,Man,Man,Vet ej,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Vet ej,Man,Kvinna,Kvinna,Kvinna,Kvinna,29,Kvinna,3,5,5,3,"Stämmer inte alls
1","Stämmer inte alls
1","Stämmer inte alls
1",3,2,"Stämmer inte alls
1",5,"Stämmer inte alls
1","Mycket bra
7",4,"Mycket bra
7",Någon gång i månaden,Någon gång i månaden,"Ja, en bekant",,Genus,Ja,Nej,Några såg ut att vara två ansikten ihopsatta,uxtycmy,,
2020-11-13 07:24:21,2020-11-13 07:29:59,IP Address,83.253.15.165,100,337,True,2020-11-13 07:29:59,R_3egaQKXok0Fucib,,,,,55.60589599609375,13.000701904296875,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,"Hon paddlar ",Hon tränar,Hon är på havet,,,,,,,,,,Man,Man,Kvinna,Man,Man,Kvinna,Kvinna,Kvinna,Man,Kvinna,Man,Man,Kvinna,Man,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,40,"Kvinna ","Stämmer inte alls
1","Stämmer helt
7","Stämmer helt
7","Stämmer inte alls
1","Stämmer helt
7","Stämmer inte alls
1","Stämmer helt
7","Stämmer inte alls
1","Stämmer inte alls
1","Stämmer helt
7","Stämmer inte alls
1","Stämmer inte alls
1","Mycket dåligt
1","Mycket dåligt
1","Mycket dåligt
1",Aldrig,Någon gång om året,"Nej, känner ingen som använder hen som sitt pronomen",,"Könsroller ",Ja,Nej,Nej,wxqpvyr,,
2020-11-13 07:22:13,2020-11-13 07:30:05,IP Address,155.4.44.250,100,472,True,2020-11-13 07:30:05,R_20SDdd2ZZpTOtGf,,,,,57.7584075927734375,16.637298583984375,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,,,,"Han paddlar med en åra. ","Han utövar en fysisk sport. ",Han tränar för att må bättre och att bli bättre på det han gör.,Man,Man,Icke-binär,Man,Man,Man,Icke-binär,Icke-binär,Kvinna,Kvinna,Icke-binär,Icke-binär,Kvinna,Icke-binär,Icke-binär,Icke-binär,Icke-binär,Kvinna,Icke-binär,Kvinna,26,Kvinna,5,3,4,4,"Stämmer inte alls
1","Stämmer inte alls
1","Stämmer inte alls
1","Stämmer inte alls
1",4,3,5,"Stämmer inte alls
1",5,6,"Mycket bra
7",Någon gång om året,Någon gång i månaden,"Nej, känner ingen som använder hen som sitt pronomen",,"Könsidentitet och hur vi uppfattar människor pga deras utseende. ",Nej,"Nej, det gjorde det inte. ","Nej. ",ddbbqtr,,
